month,division,line,day_type,category,count
2015-10,B DIVISION,E,1,Signals,4
2015-10,B DIVISION,E,1,Subway Car,2
2015-10,B DIVISION,E,1,Track,3
2015-10,B DIVISION,E,2,Track,1
2015-10,B DIVISION,F,1,Persons on Trackbed/Police/Medical,2
2015-10,B DIVISION,F,1,Signals,2
2015-10,B DIVISION,F,1,Track,2
2015-10,B DIVISION,G,1,Signals,1
2015-10,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
2015-10,B DIVISION,L,1,Track,1
2015-10,B DIVISION,L,2,Other,1
2015-10,B DIVISION,M,1,Other,1
2015-10,B DIVISION,M,1,Signals,1
2015-10,B DIVISION,M,1,Track,1
2015-10,B DIVISION,N,1,Signals,1
2015-10,B DIVISION,Q,1,Track,1
2015-10,B DIVISION,R,1,Signals,1
2015-10,Systemwide,Systemwide,1,Other,4
2015-10,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,20
2015-10,Systemwide,Systemwide,1,Signals,24
2015-10,Systemwide,Systemwide,1,Stations and Structure,1
2015-10,Systemwide,Systemwide,1,Subway Car,2
2015-10,Systemwide,Systemwide,1,Track,16
2015-10,Systemwide,Systemwide,2,Other,1
2015-10,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,3
2015-10,Systemwide,Systemwide,2,Signals,1
2015-10,Systemwide,Systemwide,2,Track,8
2015-11,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
2015-11,A DIVISION,1,1,Signals,1
2015-11,A DIVISION,1,2,Signals,1
2015-11,A DIVISION,2,1,Track,1
2015-11,A DIVISION,2,2,Signals,1
2015-11,A DIVISION,3,1,Signals,1
2015-11,A DIVISION,3,2,Persons on Trackbed/Police/Medical,1
2015-11,A DIVISION,3,2,Subway Car,1
2015-11,A DIVISION,4,1,Stations and Structure,1
2015-11,A DIVISION,4,1,Subway Car,1
2015-11,A DIVISION,4,2,Signals,1
2015-11,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2015-11,A DIVISION,5,1,Signals,5
2015-11,A DIVISION,5,1,Track,2
2015-11,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
2015-11,A DIVISION,6,1,Signals,2
2015-11,A DIVISION,6,1,Track,1
2015-11,A DIVISION,6,2,Persons on Trackbed/Police/Medical,1
2015-11,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2015-11,A DIVISION,7,1,Stations and Structure,1
2015-11,A DIVISION,7,1,Subway Car,1
2015-11,A DIVISION,7,1,Track,1
2015-11,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
2015-11,B DIVISION,A,1,Track,1
2015-11,B DIVISION,B,1,Other,1
2015-11,B DIVISION,B,1,Signals,2
2015-11,B DIVISION,C,1,Stations and Structure,1
2015-11,B DIVISION,D,1,Track,1
2015-11,B DIVISION,E,1,Signals,2
2015-11,B DIVISION,E,1,Stations and Structure,1
2015-11,B DIVISION,E,1,Track,1
2015-11,B DIVISION,E,2,Stations and Structure,1
2015-11,B DIVISION,F,1,Signals,1
2015-11,B DIVISION,F,1,Stations and Structure,2
2015-11,B DIVISION,F,1,Track,1
2015-11,B DIVISION,JZ,2,Persons on Trackbed/Police/Medical,1
2015-11,B DIVISION,L,1,Signals,1
2015-11,B DIVISION,L,2,Track,1
2015-11,B DIVISION,M,1,Other,1
2015-11,B DIVISION,M,1,Signals,1
2015-11,B DIVISION,M,1,Track,1
2015-11,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2015-11,B DIVISION,N,1,Signals,3
2015-11,B DIVISION,N,1,Track,2
2015-11,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,3
2015-11,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
2015-11,B DIVISION,R,1,Track,3
2015-11,Systemwide,Systemwide,1,Other,2
2015-11,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,11
2015-11,Systemwide,Systemwide,1,Signals,19
2015-11,Systemwide,Systemwide,1,Stations and Structure,6
2015-11,Systemwide,Systemwide,1,Subway Car,2
2015-11,Systemwide,Systemwide,1,Track,15
2015-11,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,3
2015-11,Systemwide,Systemwide,2,Signals,4
2015-11,Systemwide,Systemwide,2,Stations and Structure,1
2015-11,Systemwide,Systemwide,2,Subway Car,1
2015-11,Systemwide,Systemwide,2,Track,1
2015-12,A DIVISION,1,1,Persons on Trackbed/Police/Medical,2
2015-12,A DIVISION,1,1,Signals,1
2015-12,A DIVISION,2,1,Signals,2
2015-12,A DIVISION,2,1,Subway Car,1
2015-12,A DIVISION,2,1,Track,1
2015-12,A DIVISION,3,1,Other,1
2015-12,A DIVISION,3,1,Signals,1
2015-12,A DIVISION,3,2,Signals,1
2015-12,A DIVISION,3,2,Stations and Structure,1
2015-12,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2015-12,A DIVISION,4,1,Signals,1
2015-12,A DIVISION,4,1,Subway Car,1
2015-12,A DIVISION,5,1,Other,1
2015-12,A DIVISION,5,1,Signals,1
2015-12,A DIVISION,5,1,Track,2
2015-12,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
2015-12,A DIVISION,6,1,Signals,1
2015-12,A DIVISION,6,1,Track,4
2015-12,A DIVISION,7,1,Other,1
2015-12,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2015-12,A DIVISION,7,1,Signals,2
2015-12,A DIVISION,7,1,Subway Car,1
2015-12,A DIVISION,7,2,Signals,1
2015-12,A DIVISION,S 42nd,1,Subway Car,1
2015-12,B DIVISION,A,1,Other,1
2015-12,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
2015-12,B DIVISION,A,1,Track,2
2015-12,B DIVISION,B,1,Subway Car,1
2015-12,B DIVISION,B,1,Track,1
2015-12,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
2015-12,B DIVISION,D,1,Signals,1
2015-12,B DIVISION,D,1,Track,1
2015-12,B DIVISION,D,2,Persons on Trackbed/Police/Medical,1
2015-12,B DIVISION,E,1,Signals,1
2015-12,B DIVISION,E,1,Track,2
2015-12,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2015-12,B DIVISION,F,1,Signals,5
2015-12,B DIVISION,F,1,Stations and Structure,1
2015-12,B DIVISION,F,1,Track,3
2015-12,B DIVISION,F,2,Track,1
2015-12,B DIVISION,G,1,Persons on Trackbed/Police/Medical,1
2015-12,B DIVISION,JZ,1,Subway Car,1
2015-12,B DIVISION,L,1,Stations and Structure,1
2015-12,B DIVISION,L,1,Track,1
2015-12,B DIVISION,L,2,Track,1
2015-12,B DIVISION,M,1,Persons on Trackbed/Police/Medical,1
2015-12,B DIVISION,M,1,Signals,2
2015-12,B DIVISION,M,1,Subway Car,1
2015-12,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2015-12,B DIVISION,N,1,Signals,1
2015-12,B DIVISION,R,1,Other,1
2015-12,B DIVISION,R,1,Signals,3
2015-12,B DIVISION,R,1,Track,3
2015-12,Systemwide,Systemwide,1,Other,5
2015-12,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,13
2015-12,Systemwide,Systemwide,1,Signals,22
2015-12,Systemwide,Systemwide,1,Stations and Structure,2
2015-12,Systemwide,Systemwide,1,Subway Car,7
2015-12,Systemwide,Systemwide,1,Track,20
2015-12,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,1
2015-12,Systemwide,Systemwide,2,Signals,2
2015-12,Systemwide,Systemwide,2,Stations and Structure,1
2015-12,Systemwide,Systemwide,2,Track,2
2016-01,A DIVISION,1,1,Signals,1
2016-01,A DIVISION,1,2,Persons on Trackbed/Police/Medical,1
2016-01,A DIVISION,2,1,Persons on Trackbed/Police/Medical,3
2016-01,A DIVISION,2,1,Signals,2
2016-01,A DIVISION,2,1,Track,1
2016-01,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
2016-01,A DIVISION,3,1,Signals,2
2016-01,A DIVISION,3,1,Track,1
2016-01,A DIVISION,3,2,Persons on Trackbed/Police/Medical,1
2016-01,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
2016-01,A DIVISION,4,1,Signals,4
2016-01,A DIVISION,4,1,Subway Car,1
2016-01,A DIVISION,4,1,Track,1
2016-01,A DIVISION,4,2,Other,1
2016-01,A DIVISION,5,1,Persons on Trackbed/Police/Medical,2
2016-01,A DIVISION,5,1,Stations and Structure,1
2016-01,A DIVISION,5,1,Track,2
2016-01,A DIVISION,6,1,Other,2
2016-01,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2016-01,A DIVISION,6,1,Subway Car,2
2016-01,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2016-01,A DIVISION,7,1,Track,2
2016-01,A DIVISION,7,2,Other,1
2016-01,B DIVISION,A,1,Signals,1
2016-01,B DIVISION,A,1,Track,3
2016-01,B DIVISION,A,2,Signals,2
2016-01,B DIVISION,B,1,Other,1
2016-01,B DIVISION,B,1,Track,2
2016-01,B DIVISION,C,1,Persons on Trackbed/Police/Medical,2
2016-01,B DIVISION,C,2,Persons on Trackbed/Police/Medical,2
2016-01,B DIVISION,D,1,Other,1
2016-01,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2016-01,B DIVISION,E,1,Signals,1
2016-01,B DIVISION,E,1,Track,1
2016-01,B DIVISION,E,2,Track,1
2016-01,B DIVISION,F,1,Track,2
2016-01,B DIVISION,F,2,Signals,1
2016-01,B DIVISION,L,1,Signals,1
2016-01,B DIVISION,L,1,Track,1
2016-01,B DIVISION,L,2,Other,1
2016-01,B DIVISION,L,2,Persons on Trackbed/Police/Medical,1
2016-01,B DIVISION,L,2,Stations and Structure,1
2016-01,B DIVISION,M,1,Signals,1
2016-01,B DIVISION,M,1,Track,1
2016-01,B DIVISION,N,1,Subway Car,1
2016-01,B DIVISION,N,1,Track,3
2016-01,B DIVISION,N,2,Other,1
2016-01,B DIVISION,Q,1,Other,1
2016-01,B DIVISION,Q,1,Signals,2
2016-01,B DIVISION,Q,1,Track,2
2016-01,B DIVISION,R,1,Persons on Trackbed/Police/Medical,2
2016-01,B DIVISION,R,1,Subway Car,2
2016-01,B DIVISION,R,1,Track,1
2016-01,B DIVISION,R,2,Other,1
2016-01,B DIVISION,R,2,Track,1
2016-01,Systemwide,Systemwide,1,Other,5
2016-01,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,15
2016-01,Systemwide,Systemwide,1,Signals,15
2016-01,Systemwide,Systemwide,1,Stations and Structure,1
2016-01,Systemwide,Systemwide,1,Subway Car,6
2016-01,Systemwide,Systemwide,1,Track,23
2016-01,Systemwide,Systemwide,2,Other,7
2016-01,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,5
2016-01,Systemwide,Systemwide,2,Signals,3
2016-01,Systemwide,Systemwide,2,Stations and Structure,1
2016-01,Systemwide,Systemwide,2,Track,2
2016-01,,,1,Persons on Trackbed/Police/Medical,1
2016-02,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
2016-02,A DIVISION,1,1,Subway Car,1
2016-02,A DIVISION,2,1,Track,2
2016-02,A DIVISION,3,1,Track,2
2016-02,A DIVISION,4,1,Other,1
2016-02,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
2016-02,A DIVISION,4,1,Signals,2
2016-02,A DIVISION,4,1,Track,1
2016-02,A DIVISION,4,2,Signals,1
2016-02,A DIVISION,5,1,Other,1
2016-02,A DIVISION,5,1,Persons on Trackbed/Police/Medical,5
2016-02,A DIVISION,5,1,Signals,1
2016-02,A DIVISION,5,1,Track,1
2016-02,A DIVISION,6,1,Other,1
2016-02,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2016-02,A DIVISION,6,1,Stations and Structure,1
2016-02,A DIVISION,6,1,Track,3
2016-02,A DIVISION,6,2,Persons on Trackbed/Police/Medical,1
2016-02,A DIVISION,7,1,Other,1
2016-02,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2016-02,A DIVISION,7,1,Signals,2
2016-02,A DIVISION,7,1,Subway Car,5
2016-02,A DIVISION,7,1,Track,1
2016-02,B DIVISION,A,1,Other,1
2016-02,B DIVISION,A,1,Signals,1
2016-02,B DIVISION,A,1,Subway Car,1
2016-02,B DIVISION,A,1,Track,1
2016-02,B DIVISION,B,1,Persons on Trackbed/Police/Medical,1
2016-02,B DIVISION,B,1,Track,1
2016-02,B DIVISION,D,1,Track,1
2016-02,B DIVISION,E,1,Other,1
2016-02,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2016-02,B DIVISION,E,1,Track,3
2016-02,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2016-02,B DIVISION,F,1,Subway Car,1
2016-02,B DIVISION,F,1,Track,1
2016-02,B DIVISION,L,1,Signals,1
2016-02,B DIVISION,M,1,Signals,1
2016-02,B DIVISION,M,1,Track,1
2016-02,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2016-02,B DIVISION,N,1,Signals,1
2016-02,B DIVISION,Q,1,Signals,2
2016-02,B DIVISION,Q,1,Track,2
2016-02,B DIVISION,R,1,Signals,1
2016-02,Systemwide,Systemwide,1,Other,6
2016-02,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,13
2016-02,Systemwide,Systemwide,1,Signals,12
2016-02,Systemwide,Systemwide,1,Stations and Structure,1
2016-02,Systemwide,Systemwide,1,Subway Car,8
2016-02,Systemwide,Systemwide,1,Track,20
2016-02,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,1
2016-02,Systemwide,Systemwide,2,Signals,1
2016-03,A DIVISION,1,1,Persons on Trackbed/Police/Medical,3
2016-03,A DIVISION,1,1,Signals,2
2016-03,A DIVISION,1,1,Track,3
2016-03,A DIVISION,2,1,Persons on Trackbed/Police/Medical,3
2016-03,A DIVISION,2,1,Signals,1
2016-03,A DIVISION,2,1,Subway Car,1
2016-03,A DIVISION,3,1,Other,2
2016-03,A DIVISION,3,1,Signals,1
2016-03,A DIVISION,3,1,Track,1
2016-03,A DIVISION,4,1,Other,2
2016-03,A DIVISION,4,1,Persons on Trackbed/Police/Medical,3
2016-03,A DIVISION,4,1,Signals,1
2016-03,A DIVISION,4,2,Persons on Trackbed/Police/Medical,1
2016-03,A DIVISION,5,1,Signals,6
2016-03,A DIVISION,6,1,Other,1
2016-03,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2016-03,A DIVISION,7,1,Signals,3
2016-03,A DIVISION,7,1,Track,3
2016-03,B DIVISION,A,1,Signals,2
2016-03,B DIVISION,B,1,Track,1
2016-03,B DIVISION,C,1,Track,1
2016-03,B DIVISION,D,1,Signals,1
2016-03,B DIVISION,D,1,Subway Car,1
2016-03,B DIVISION,D,1,Track,2
2016-03,B DIVISION,E,1,Track,1
2016-03,B DIVISION,F,1,Other,1
2016-03,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2016-03,B DIVISION,F,1,Signals,2
2016-03,B DIVISION,F,1,Track,1
2016-03,B DIVISION,L,1,Signals,2
2016-03,B DIVISION,L,1,Track,1
2016-03,B DIVISION,M,1,Signals,1
2016-03,B DIVISION,M,1,Track,1
2016-03,B DIVISION,N,1,Signals,1
2016-03,B DIVISION,Q,1,Signals,2
2016-03,B DIVISION,Q,1,Stations and Structure,1
2016-03,B DIVISION,Q,1,Track,2
2016-03,B DIVISION,R,1,Persons on Trackbed/Police/Medical,2
2016-03,B DIVISION,R,2,Signals,1
2016-03,Systemwide,Systemwide,1,Other,6
2016-03,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,13
2016-03,Systemwide,Systemwide,1,Signals,25
2016-03,Systemwide,Systemwide,1,Stations and Structure,1
2016-03,Systemwide,Systemwide,1,Subway Car,2
2016-03,Systemwide,Systemwide,1,Track,17
2016-03,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,1
2016-03,Systemwide,Systemwide,2,Signals,1
2016-04,A DIVISION,1,1,Other,1
2016-04,A DIVISION,1,1,Persons on Trackbed/Police/Medical,2
2016-04,A DIVISION,1,1,Signals,2
2016-04,A DIVISION,1,2,Track,1
2016-04,A DIVISION,2,1,Other,2
2016-04,A DIVISION,2,1,Persons on Trackbed/Police/Medical,3
2016-04,A DIVISION,2,1,Signals,3
2016-04,A DIVISION,2,2,Persons on Trackbed/Police/Medical,1
2016-04,A DIVISION,3,1,Persons on Trackbed/Police/Medical,2
2016-04,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2016-04,A DIVISION,4,1,Track,3
2016-04,A DIVISION,4,2,Persons on Trackbed/Police/Medical,1
2016-04,A DIVISION,5,1,Other,2
2016-04,A DIVISION,5,1,Signals,2
2016-04,A DIVISION,5,2,Persons on Trackbed/Police/Medical,1
2016-04,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
2016-04,A DIVISION,6,1,Signals,3
2016-04,A DIVISION,6,1,Subway Car,1
2016-04,A DIVISION,6,1,Track,1
2016-04,A DIVISION,6,2,Persons on Trackbed/Police/Medical,1
2016-04,A DIVISION,7,1,Signals,2
2016-04,A DIVISION,7,1,Subway Car,1
2016-04,A DIVISION,7,1,Track,3
2016-04,B DIVISION,A,1,Signals,1
2016-04,B DIVISION,A,1,Track,3
2016-04,B DIVISION,A,2,Subway Car,1
2016-04,B DIVISION,B,1,Persons on Trackbed/Police/Medical,1
2016-04,B DIVISION,B,1,Track,1
2016-04,B DIVISION,C,1,Signals,1
2016-04,B DIVISION,C,1,Subway Car,1
2016-04,B DIVISION,C,1,Track,1
2016-04,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
2016-04,B DIVISION,D,1,Signals,1
2016-04,B DIVISION,D,1,Track,1
2016-04,B DIVISION,E,1,Persons on Trackbed/Police/Medical,2
2016-04,B DIVISION,E,1,Signals,4
2016-04,B DIVISION,E,1,Track,1
2016-04,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2016-04,B DIVISION,F,1,Signals,1
2016-04,B DIVISION,F,1,Stations and Structure,1
2016-04,B DIVISION,F,1,Track,1
2016-04,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
2016-04,B DIVISION,L,2,Signals,1
2016-04,B DIVISION,M,1,Subway Car,2
2016-04,B DIVISION,M,1,Track,1
2016-04,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
2016-04,B DIVISION,Q,1,Track,1
2016-04,B DIVISION,R,1,Stations and Structure,1
2016-04,B DIVISION,R,2,Track,1
2016-04,Systemwide,Systemwide,1,Other,5
2016-04,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,18
2016-04,Systemwide,Systemwide,1,Signals,20
2016-04,Systemwide,Systemwide,1,Stations and Structure,2
2016-04,Systemwide,Systemwide,1,Subway Car,5
2016-04,Systemwide,Systemwide,1,Track,17
2016-04,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,4
2016-04,Systemwide,Systemwide,2,Signals,1
2016-04,Systemwide,Systemwide,2,Subway Car,1
2016-04,Systemwide,Systemwide,2,Track,2
2016-05,A DIVISION,1,1,Track,1
2016-05,A DIVISION,1,2,Persons on Trackbed/Police/Medical,1
2016-05,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
2016-05,A DIVISION,2,1,Signals,1
2016-05,A DIVISION,2,1,Track,2
2016-05,A DIVISION,2,2,Persons on Trackbed/Police/Medical,1
2016-05,A DIVISION,3,1,Signals,1
2016-05,A DIVISION,3,1,Track,2
2016-05,A DIVISION,3,2,Signals,1
2016-05,A DIVISION,3,2,Subway Car,1
2016-05,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
2016-05,A DIVISION,4,1,Signals,3
2016-05,A DIVISION,4,1,Subway Car,1
2016-05,A DIVISION,4,1,Track,1
2016-05,A DIVISION,5,1,Persons on Trackbed/Police/Medical,2
2016-05,A DIVISION,5,1,Signals,2
2016-05,A DIVISION,5,1,Track,1
2016-05,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
2016-05,A DIVISION,6,1,Signals,1
2016-05,A DIVISION,6,1,Subway Car,1
2016-05,A DIVISION,6,1,Track,3
2016-05,A DIVISION,7,1,Other,1
2016-05,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2016-05,A DIVISION,7,1,Signals,4
2016-05,A DIVISION,7,1,Subway Car,1
2016-05,B DIVISION,A,1,Track,1
2016-05,B DIVISION,A,2,Persons on Trackbed/Police/Medical,1
2016-05,B DIVISION,C,1,Track,1
2016-05,B DIVISION,C,2,Track,1
2016-05,B DIVISION,D,1,Signals,1
2016-05,B DIVISION,D,1,Track,1
2016-05,B DIVISION,D,2,Track,1
2016-05,B DIVISION,E,1,Signals,1
2016-05,B DIVISION,E,1,Track,2
2016-05,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2016-05,B DIVISION,F,1,Signals,1
2016-05,B DIVISION,F,1,Track,1
2016-05,B DIVISION,G,1,Signals,1
2016-05,B DIVISION,JZ,1,Signals,1
2016-05,B DIVISION,JZ,2,Subway Car,1
2016-05,B DIVISION,M,1,Signals,1
2016-05,B DIVISION,N,1,Other,1
2016-05,B DIVISION,N,1,Subway Car,1
2016-05,B DIVISION,N,1,Track,2
2016-05,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
2016-05,B DIVISION,Q,1,Track,1
2016-05,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
2016-05,B DIVISION,R,1,Signals,1
2016-05,B DIVISION,R,1,Subway Car,1
2016-05,B DIVISION,R,1,Track,2
2016-05,B DIVISION,R,2,Signals,1
2016-05,Systemwide,Systemwide,1,Other,2
2016-05,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,10
2016-05,Systemwide,Systemwide,1,Signals,19
2016-05,Systemwide,Systemwide,1,Subway Car,5
2016-05,Systemwide,Systemwide,1,Track,21
2016-05,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,3
2016-05,Systemwide,Systemwide,2,Signals,2
2016-05,Systemwide,Systemwide,2,Subway Car,2
2016-05,Systemwide,Systemwide,2,Track,2
2016-06,A DIVISION,1,1,Persons on Trackbed/Police/Medical,3
2016-06,A DIVISION,1,1,Signals,2
2016-06,A DIVISION,1,1,Stations and Structure,1
2016-06,A DIVISION,1,1,Track,1
2016-06,A DIVISION,2,1,Other,1
2016-06,A DIVISION,2,1,Persons on Trackbed/Police/Medical,3
2016-06,A DIVISION,2,1,Signals,1
2016-06,A DIVISION,2,2,Persons on Trackbed/Police/Medical,1
2016-06,A DIVISION,2,2,Track,1
2016-06,A DIVISION,3,1,Signals,2
2016-06,A DIVISION,4,1,Other,2
2016-06,A DIVISION,4,1,Signals,4
2016-06,A DIVISION,4,2,Persons on Trackbed/Police/Medical,1
2016-06,A DIVISION,4,2,Subway Car,2
2016-06,A DIVISION,5,1,Other,1
2016-06,A DIVISION,5,1,Persons on Trackbed/Police/Medical,5
2016-06,A DIVISION,5,1,Signals,3
2016-06,A DIVISION,5,1,Stations and Structure,3
2016-06,A DIVISION,6,1,Subway Car,2
2016-06,A DIVISION,6,1,Track,3
2016-06,A DIVISION,6,2,Track,1
2016-06,A DIVISION,7,1,Signals,1
2016-06,A DIVISION,7,1,Track,3
2016-06,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
2016-06,B DIVISION,A,1,Signals,3
2016-06,B DIVISION,A,1,Track,1
2016-06,B DIVISION,B,1,Track,1
2016-06,B DIVISION,D,1,Stations and Structure,1
2016-06,B DIVISION,D,1,Track,4
2016-06,B DIVISION,E,1,Persons on Trackbed/Police/Medical,2
2016-06,B DIVISION,E,1,Signals,2
2016-06,B DIVISION,E,1,Track,4
2016-06,B DIVISION,E,2,Persons on Trackbed/Police/Medical,1
2016-06,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2016-06,B DIVISION,F,1,Subway Car,1
2016-06,B DIVISION,F,1,Track,2
2016-06,B DIVISION,G,1,Signals,1
2016-06,B DIVISION,JZ,1,Stations and Structure,1
2016-06,B DIVISION,L,1,Stations and Structure,1
2016-06,B DIVISION,L,1,Track,1
2016-06,B DIVISION,L,2,Track,1
2016-06,B DIVISION,M,1,Track,2
2016-06,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2016-06,B DIVISION,Q,1,Signals,1
2016-06,B DIVISION,Q,1,Stations and Structure,1
2016-06,B DIVISION,Q,1,Track,3
2016-06,B DIVISION,Q,2,Signals,1
2016-06,B DIVISION,R,1,Other,1
2016-06,B DIVISION,R,1,Signals,1
2016-06,B DIVISION,R,1,Subway Car,1
2016-06,B DIVISION,R,1,Track,3
2016-06,B DIVISION,S Rock,1,Persons on Trackbed/Police/Medical,1
2016-06,Systemwide,Systemwide,1,Other,5
2016-06,Systemwide,Systemwide,1,Persons on Trackbed/Police/Medical,17
2016-06,Systemwide,Systemwide,1,Signals,21
2016-06,Systemwide,Systemwide,1,Stations and Structure,8
2016-06,Systemwide,Systemwide,1,Subway Car,4
2016-06,Systemwide,Systemwide,1,Track,28
2016-06,Systemwide,Systemwide,2,Persons on Trackbed/Police/Medical,3
2016-06,Systemwide,Systemwide,2,Signals,1
2016-06,Systemwide,Systemwide,2,Subway Car,2
2016-06,Systemwide,Systemwide,2,Track,3
2016-07,A DIVISION,1,1,Signals,1
2016-07,A DIVISION,2,1,Other,1
2016-07,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
2016-07,A DIVISION,2,1,Signals,2
2016-07,A DIVISION,2,1,Stations and Structure,1
2016-07,A DIVISION,2,2,Track,1
2016-07,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
2016-07,A DIVISION,3,1,Signals,1
2016-07,A DIVISION,3,1,Stations and Structure,1
2016-07,A DIVISION,3,1,Subway Car,1
2016-07,A DIVISION,3,1,Track,1
2016-07,A DIVISION,4,1,Other,1
2016-07,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2016-07,A DIVISION,4,1,Signals,1
2016-07,A DIVISION,4,1,Subway Car,1
2016-07,A DIVISION,4,2,Signals,1
2016-07,A DIVISION,4,2,Track,1
2016-07,A DIVISION,5,1,Persons on Trackbed/Police/Medical,2
2016-07,A DIVISION,5,1,Signals,2
2016-07,A DIVISION,5,1,Subway Car,1
2016-07,A DIVISION,5,1,Track,1
2016-07,A DIVISION,6,1,Other,1
2016-07,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
2016-07,A DIVISION,6,1,Signals,1
2016-07,A DIVISION,6,1,Stations and Structure,1
2016-07,A DIVISION,6,1,Track,4
2016-07,A DIVISION,6,2,Persons on Trackbed/Police/Medical,1
2016-07,A DIVISION,7,1,Subway Car,1
2016-07,A DIVISION,7,2,Other,1
2016-07,A DIVISION,S 42nd,1,Track,1
2016-07,B DIVISION,A,1,Persons on Trackbed/Police/Medical,2
2016-07,B DIVISION,A,1,Track,1
2016-07,B DIVISION,B,1,Signals,1
2016-07,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
2016-07,B DIVISION,E,1,Signals,5
2016-07,B DIVISION,E,2,Track,1
2016-07,B DIVISION,F,1,Signals,4
2016-07,B DIVISION,F,1,Stations and Structure,1
2016-07,B DIVISION,F,1,Track,1
2016-07,B DIVISION,JZ,1,Subway Car,1
2016-07,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
2016-07,B DIVISION,L,1,Signals,1
2016-07,B DIVISION,L,1,Track,1
2016-07,B DIVISION,L,2,Other,1
2016-07,B DIVISION,M,1,Signals,2
2016-07,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2016-07,B DIVISION,N,1,Signals,2
2016-07,B DIVISION,N,1,Stations and Structure,1
2016-07,B DIVISION,N,1,Subway Car,1
2016-07,B DIVISION,N,1,Track,3
2016-07,B DIVISION,N,2,Signals,1
2016-07,B DIVISION,Q,1,Signals,3
