month,division,line,day_type,num_sched_trains,num_actual_trains,service delivered
2015-11,B DIVISION,G,1,880,882,1.002272727
2015-11,B DIVISION,G,2,1536,1528,0.994791667
2015-11,B DIVISION,JZ,1,1020,997,0.97745098
2015-11,B DIVISION,JZ,2,716,707,0.987430168
2015-11,B DIVISION,L,1,1820,1756,0.964835165
2015-11,B DIVISION,L,2,1270,1239,0.975590551
2015-11,B DIVISION,M,1,1740,1672,0.96091954
2015-11,B DIVISION,M,2,724,718,0.991712707
2015-11,B DIVISION,N,1,1740,1725,0.99137931
2015-11,B DIVISION,N,2,1466,1467,1.000682128
2015-11,B DIVISION,Q,1,1763,1714,0.972206466
2015-11,B DIVISION,Q,2,1532,1527,0.996736292
2015-11,B DIVISION,R,1,1920,1899,0.9890625
2015-11,B DIVISION,R,2,1401,1367,0.97573162
2015-11,B DIVISION,S Fkln,1,720,705,0.979166667
2015-11,B DIVISION,S Fkln,2,384,382,0.994791667
2015-11,B DIVISION,S Rock,1,440,439,0.997727273
2015-11,B DIVISION,S Rock,2,206,207,1.004854369
2015-11,Systemwide,Systemwide,1,41870,40318,0.962932888
2015-11,Systemwide,Systemwide,2,24112,23615,0.979387857
2015-12,A DIVISION,1,1,1826,1796,0.983570646
2015-12,A DIVISION,1,2,981,975,0.993883792
2015-12,A DIVISION,2,1,2376,2196,0.924242424
2015-12,A DIVISION,2,2,1120,1122,1.001785714
2015-12,A DIVISION,3,1,2288,2190,0.957167832
2015-12,A DIVISION,3,2,1435,1439,1.002787456
2015-12,A DIVISION,4,1,3080,2906,0.943506494
2015-12,A DIVISION,4,2,1983,1922,0.969238527
2015-12,A DIVISION,5,1,2688,2396,0.891369048
2015-12,A DIVISION,5,2,1120,1094,0.976785714
2015-12,A DIVISION,6,1,2398,2201,0.917848207
2015-12,A DIVISION,6,2,1001,997,0.996003996
2015-12,A DIVISION,7,1,2730,2569,0.941025641
2015-12,A DIVISION,7,2,1152,1137,0.986979167
2015-12,A DIVISION,S 42nd,1,3212,3152,0.98132005
2015-12,A DIVISION,S 42nd,2,1272,1266,0.995283019
2015-12,B DIVISION,A,1,2667,2612,0.979377578
2015-12,B DIVISION,A,2,1784,1767,0.990470852
2015-12,B DIVISION,B,1,1764,1738,0.985260771
2015-12,B DIVISION,C,1,1575,1537,0.975873016
2015-12,B DIVISION,C,2,1488,1472,0.989247312
2015-12,B DIVISION,D,1,1896,1885,0.994198312
2015-12,B DIVISION,D,2,1336,1318,0.986526946
2015-12,B DIVISION,E,1,1638,1545,0.943223443
2015-12,B DIVISION,E,2,896,884,0.986607143
2015-12,B DIVISION,F,1,3045,2957,0.971100164
2015-12,B DIVISION,F,2,2208,1955,0.885416667
2015-12,B DIVISION,G,1,924,936,1.012987013
2015-12,B DIVISION,G,2,1440,1392,0.966666667
2015-12,B DIVISION,JZ,1,1071,1030,0.961718021
2015-12,B DIVISION,JZ,2,716,711,0.99301676
2015-12,B DIVISION,L,1,2002,1939,0.968531469
2015-12,B DIVISION,L,2,1179,1172,0.994062765
2015-12,B DIVISION,M,1,1881,1778,0.945241893
2015-12,B DIVISION,M,2,724,680,0.939226519
2015-12,B DIVISION,N,1,1827,1814,0.99288451
2015-12,B DIVISION,N,2,1524,1533,1.005905512
2015-12,B DIVISION,Q,1,1851,1824,0.98541329
2015-12,B DIVISION,Q,2,1532,1522,0.993472585
2015-12,B DIVISION,R,1,2016,1986,0.985119048
2015-12,B DIVISION,R,2,1255,1183,0.942629482
2015-12,B DIVISION,S Fkln,1,756,738,0.976190476
2015-12,B DIVISION,S Fkln,2,704,699,0.992897727
2015-12,B DIVISION,S Rock,1,462,459,0.993506494
2015-12,B DIVISION,S Rock,2,448,450,1.004464286
2015-12,Systemwide,Systemwide,1,45973,44184,0.961085855
2015-12,Systemwide,Systemwide,2,27298,26690,0.977727306
2016-01,A DIVISION,1,1,1577,1558,0.987951807
2016-01,A DIVISION,1,2,956,954,0.99790795
2016-01,A DIVISION,2,1,2037,1887,0.926362297
2016-01,A DIVISION,2,2,1281,1267,0.989071038
2016-01,A DIVISION,3,1,1966,1919,0.976093591
2016-01,A DIVISION,3,2,1280,1293,1.01015625
2016-01,A DIVISION,4,1,2660,2439,0.916917293
2016-01,A DIVISION,4,2,1907,1865,0.977975878
2016-01,A DIVISION,5,1,2426,2136,0.880461665
2016-01,A DIVISION,5,2,1024,1009,0.985351563
2016-01,A DIVISION,6,1,1961,1781,0.908210097
2016-01,A DIVISION,6,2,956,956,1
2016-01,A DIVISION,7,1,2210,2079,0.940723982
2016-01,A DIVISION,7,2,960,892,0.929166667
2016-01,A DIVISION,S 42nd,1,2920,2885,0.988013699
2016-01,A DIVISION,S 42nd,2,1464,1464,1
2016-01,B DIVISION,A,1,2284,2224,0.973730298
2016-01,B DIVISION,A,2,1146,1105,0.964223386
2016-01,B DIVISION,B,1,1512,1470,0.972222222
2016-01,B DIVISION,C,1,1350,1308,0.968888889
2016-01,B DIVISION,C,2,950,888,0.934736842
2016-01,B DIVISION,D,1,1620,1613,0.995679012
2016-01,B DIVISION,D,2,1244,1199,0.963826367
2016-01,B DIVISION,E,1,1404,1346,0.958689459
2016-01,B DIVISION,E,2,319,313,0.981191223
2016-01,B DIVISION,F,1,2610,2538,0.972413793
2016-01,B DIVISION,F,2,1102,1061,0.962794918
2016-01,B DIVISION,G,1,792,793,1.001262626
2016-01,B DIVISION,G,2,1536,1542,1.00390625
2016-01,B DIVISION,JZ,1,918,885,0.964052288
2016-01,B DIVISION,JZ,2,537,533,0.99255121
2016-01,B DIVISION,L,1,1820,1746,0.959340659
2016-01,B DIVISION,L,2,1580,1502,0.950632911
2016-01,B DIVISION,M,1,1620,1547,0.954938272
2016-01,B DIVISION,M,2,543,540,0.994475138
2016-01,B DIVISION,N,1,1566,1521,0.971264368
2016-01,B DIVISION,N,2,1462,1464,1.001367989
2016-01,B DIVISION,Q,1,1592,1543,0.969221106
2016-01,B DIVISION,Q,2,1149,1148,0.999129678
2016-01,B DIVISION,R,1,1729,1688,0.976286871
2016-01,B DIVISION,R,2,1370,1276,0.931386861
2016-01,B DIVISION,S Fkln,1,648,647,0.99845679
2016-01,B DIVISION,S Fkln,2,704,700,0.994318182
2016-01,B DIVISION,S Rock,1,392,393,1.00255102
2016-01,B DIVISION,S Rock,2,412,406,0.985436893
2016-01,Systemwide,Systemwide,1,39614,37946,0.957893674
2016-01,Systemwide,Systemwide,2,23882,23377,0.978854367
2016-02,A DIVISION,1,1,1660,1654,0.996385542
2016-02,A DIVISION,1,2,717,716,0.9986053
2016-02,A DIVISION,2,1,2160,1993,0.922685185
2016-02,A DIVISION,2,2,1440,1347,0.935416667
2016-02,A DIVISION,3,1,2080,2014,0.968269231
2016-02,A DIVISION,3,2,1440,1429,0.992361111
2016-02,A DIVISION,4,1,2800,2591,0.925357143
2016-02,A DIVISION,4,2,1906,1848,0.96956978
2016-02,A DIVISION,5,1,2560,2265,0.884765625
2016-02,A DIVISION,5,2,1024,964,0.94140625
2016-02,A DIVISION,6,1,2180,1918,0.879816514
2016-02,A DIVISION,6,2,956,936,0.979079498
2016-02,A DIVISION,7,1,2600,2371,0.911923077
2016-02,A DIVISION,7,2,1200,1157,0.964166667
2016-02,A DIVISION,S 42nd,1,2774,2761,0.995313627
2016-02,A DIVISION,S 42nd,2,1464,1454,0.993169399
2016-02,B DIVISION,A,1,2540,2475,0.974409449
2016-02,B DIVISION,A,2,1146,1161,1.013089005
2016-02,B DIVISION,B,1,1680,1640,0.976190476
2016-02,B DIVISION,C,1,1500,1469,0.979333333
2016-02,B DIVISION,C,2,951,952,1.001051525
2016-02,B DIVISION,D,1,1800,1744,0.968888889
2016-02,B DIVISION,D,2,1278,1267,0.991392801
2016-02,B DIVISION,E,1,1560,1493,0.957051282
2016-02,B DIVISION,E,2,320,318,0.99375
2016-02,B DIVISION,F,1,2900,2829,0.975517241
2016-02,B DIVISION,F,2,1120,1117,0.997321429
2016-02,B DIVISION,G,1,880,892,1.013636364
2016-02,B DIVISION,G,2,1536,1528,0.994791667
2016-02,B DIVISION,JZ,1,1020,981,0.961764706
2016-02,B DIVISION,JZ,2,179,182,1.016759777
2016-02,B DIVISION,L,1,1820,1755,0.964285714
2016-02,B DIVISION,L,2,1425,1374,0.964210526
2016-02,B DIVISION,M,1,1800,1709,0.949444444
2016-02,B DIVISION,M,2,181,181,1
2016-02,B DIVISION,N,1,1740,1712,0.983908046
2016-02,B DIVISION,N,2,1400,1402,1.001428571
2016-02,B DIVISION,Q,1,1768,1721,0.97341629
2016-02,B DIVISION,Q,2,766,761,0.993472585
2016-02,B DIVISION,R,1,1920,1912,0.995833333
2016-02,B DIVISION,R,2,1279,1246,0.974198593
2016-02,B DIVISION,S Fkln,1,720,683,0.948611111
2016-02,B DIVISION,S Fkln,2,704,664,0.943181818
2016-02,B DIVISION,S Rock,1,440,438,0.995454545
2016-02,B DIVISION,S Rock,2,412,414,1.004854369
2016-02,Systemwide,Systemwide,1,42902,41020,0.956132581
2016-02,Systemwide,Systemwide,2,22844,22418,0.981351777
2016-03,A DIVISION,1,1,1909,1837,0.962283918
2016-03,A DIVISION,1,2,956,943,0.986401674
2016-03,A DIVISION,2,1,2484,2325,0.935990338
2016-03,A DIVISION,2,2,1281,1227,0.957845433
2016-03,A DIVISION,3,1,2392,2323,0.971153846
2016-03,A DIVISION,3,2,1280,1275,0.99609375
2016-03,A DIVISION,4,1,3218,3034,0.942821628
2016-03,A DIVISION,4,2,1800,1681,0.933888889
2016-03,A DIVISION,5,1,2944,2657,0.902513587
2016-03,A DIVISION,5,2,479,467,0.974947808
2016-03,A DIVISION,6,1,2457,2279,0.927553928
2016-03,A DIVISION,6,2,1026,1014,0.988304094
2016-03,A DIVISION,7,1,2860,2693,0.941608392
2016-03,A DIVISION,7,2,1152,1100,0.954861111
2016-03,A DIVISION,S 42nd,1,3358,3315,0.987194759
2016-03,A DIVISION,S 42nd,2,1464,1460,0.99726776
2016-03,B DIVISION,A,1,2921,2845,0.973981513
2016-03,B DIVISION,A,2,828,814,0.983091787
2016-03,B DIVISION,B,1,1932,1906,0.986542443
2016-03,B DIVISION,C,1,1725,1638,0.949565217
2016-03,B DIVISION,C,2,847,822,0.970484061
2016-03,B DIVISION,D,1,2070,2051,0.990821256
2016-03,B DIVISION,D,2,1341,1339,0.998508576
2016-03,B DIVISION,E,1,1794,1732,0.965440357
2016-03,B DIVISION,E,2,384,382,0.994791667
2016-03,B DIVISION,F,1,3335,3271,0.980809595
2016-03,B DIVISION,F,2,1309,1284,0.980901451
2016-03,B DIVISION,G,1,1012,1017,1.004940711
2016-03,B DIVISION,G,2,1536,1536,1
2016-03,B DIVISION,JZ,1,1173,1134,0.966751918
2016-03,B DIVISION,JZ,2,716,715,0.998603352
2016-03,B DIVISION,L,1,2093,2018,0.964166269
2016-03,B DIVISION,L,2,1377,1337,0.970951344
2016-03,B DIVISION,M,1,2070,1961,0.947342995
2016-03,B DIVISION,M,2,724,712,0.983425414
2016-03,B DIVISION,N,1,2001,1982,0.990504748
2016-03,B DIVISION,N,2,1083,1082,0.999076639
2016-03,B DIVISION,Q,1,2035,2002,0.983783784
2016-03,B DIVISION,Q,2,1531,1524,0.995427825
2016-03,B DIVISION,R,1,2208,2188,0.990942029
2016-03,B DIVISION,R,2,1021,1008,0.987267385
2016-03,B DIVISION,S Fkln,1,828,808,0.975845411
2016-03,B DIVISION,S Fkln,2,624,621,0.995192308
2016-03,B DIVISION,S Rock,1,506,510,1.007905138
2016-03,B DIVISION,S Rock,2,382,380,0.994764398
2016-03,Systemwide,Systemwide,1,49325,47526,0.963527623
2016-03,Systemwide,Systemwide,2,23141,22723,0.981936822
2016-04,A DIVISION,1,1,1743,1719,0.986230637
2016-04,A DIVISION,1,2,1076,1070,0.994423792
2016-04,A DIVISION,2,1,2268,2077,0.915784832
2016-04,A DIVISION,2,2,1436,1382,0.962395543
2016-04,A DIVISION,3,1,2184,2085,0.95467033
2016-04,A DIVISION,3,2,1440,1446,1.004166667
2016-04,A DIVISION,4,1,2940,2741,0.932312925
2016-04,A DIVISION,4,2,1808,1679,0.928650442
2016-04,A DIVISION,5,1,2688,2345,0.872395833
2016-04,A DIVISION,5,2,288,263,0.913194444
2016-04,A DIVISION,6,1,2244,2062,0.918894831
2016-04,A DIVISION,6,2,1181,1151,0.974597798
2016-04,A DIVISION,7,1,2600,2421,0.931153846
2016-04,A DIVISION,7,2,1008,994,0.986111111
2016-04,A DIVISION,S 42nd,1,3066,3034,0.989562948
2016-04,A DIVISION,S 42nd,2,1656,1651,0.996980676
2016-04,B DIVISION,A,1,2667,2551,0.956505437
2016-04,B DIVISION,A,2,1147,1114,0.971229294
2016-04,B DIVISION,B,1,1764,1722,0.976190476
2016-04,B DIVISION,C,1,1575,1500,0.952380952
2016-04,B DIVISION,C,2,953,939,0.985309549
2016-04,B DIVISION,D,1,1890,1866,0.987301587
2016-04,B DIVISION,D,2,1282,1302,1.015600624
2016-04,B DIVISION,E,1,1638,1519,0.927350427
2016-04,B DIVISION,E,2,825,805,0.975757576
2016-04,B DIVISION,F,1,3045,2947,0.967816092
2016-04,B DIVISION,F,2,1491,1480,0.992622401
2016-04,B DIVISION,G,1,924,929,1.005411255
2016-04,B DIVISION,G,2,1728,1723,0.997106481
2016-04,B DIVISION,JZ,1,1071,1049,0.97945845
2016-04,B DIVISION,JZ,2,812,809,0.996305419
2016-04,B DIVISION,L,1,1911,1842,0.96389325
2016-04,B DIVISION,L,2,1385,1361,0.98267148
2016-04,B DIVISION,M,1,1890,1808,0.956613757
2016-04,B DIVISION,M,2,735,728,0.99047619
2016-04,B DIVISION,N,1,1827,1813,0.992337165
2016-04,B DIVISION,N,2,1688,1688,1
2016-04,B DIVISION,Q,1,1858,1847,0.994079656
2016-04,B DIVISION,Q,2,1724,1703,0.987819026
2016-04,B DIVISION,R,1,2016,1987,0.985615079
2016-04,B DIVISION,R,2,1623,1579,0.97288971
2016-04,B DIVISION,S Fkln,1,720,711,0.9875
2016-04,B DIVISION,S Fkln,2,800,798,0.9975
2016-04,B DIVISION,S Rock,1,462,460,0.995670996
2016-04,B DIVISION,S Rock,2,458,458,1
2016-04,Systemwide,Systemwide,1,44991,43035,0.956524638
2016-04,Systemwide,Systemwide,2,26544,26123,0.984139542
2016-05,A DIVISION,1,1,1743,1733,0.994262765
2016-05,A DIVISION,1,2,1075,1077,1.001860465
2016-05,A DIVISION,2,1,2268,2105,0.928130511
2016-05,A DIVISION,2,2,1436,1355,0.943593315
2016-05,A DIVISION,3,1,2184,2105,0.963827839
2016-05,A DIVISION,3,2,1440,1433,0.995138889
2016-05,A DIVISION,4,1,2940,2713,0.922789116
2016-05,A DIVISION,4,2,2139,2106,0.98457223
2016-05,A DIVISION,5,1,2688,2378,0.884672619
2016-05,A DIVISION,5,2,1247,1192,0.955894146
2016-05,A DIVISION,6,1,2246,2092,0.93143366
2016-05,A DIVISION,6,2,1075,1062,0.987906977
2016-05,A DIVISION,7,1,2730,2556,0.936263736
2016-05,A DIVISION,7,2,1392,1371,0.984913793
2016-05,A DIVISION,S 42nd,1,2774,2763,0.996034607
2016-05,A DIVISION,S 42nd,2,906,906,1
2016-05,B DIVISION,A,1,2667,2598,0.974128234
2016-05,B DIVISION,A,2,1335,1308,0.979775281
2016-05,B DIVISION,B,1,1764,1758,0.996598639
2016-05,B DIVISION,C,1,1575,1550,0.984126984
2016-05,B DIVISION,C,2,1110,1085,0.977477477
2016-05,B DIVISION,D,1,1890,1866,0.987301587
2016-05,B DIVISION,D,2,1281,1300,1.014832162
2016-05,B DIVISION,E,1,1638,1574,0.960927961
2016-05,B DIVISION,E,2,400,398,0.995
2016-05,B DIVISION,F,1,3045,3004,0.986535304
2016-05,B DIVISION,F,2,1272,1207,0.948899371
2016-05,B DIVISION,G,1,902,889,0.985587583
2016-05,B DIVISION,G,2,1146,1143,0.997382199
2016-05,B DIVISION,JZ,1,1071,1042,0.972922502
2016-05,B DIVISION,JZ,2,799,773,0.967459324
2016-05,B DIVISION,L,1,1911,1854,0.970172684
2016-05,B DIVISION,L,2,1700,1637,0.962941176
2016-05,B DIVISION,M,1,1890,1820,0.962962963
2016-05,B DIVISION,M,2,724,713,0.98480663
2016-05,B DIVISION,N,1,1827,1790,0.979748221
2016-05,B DIVISION,N,2,1497,1494,0.997995992
2016-05,B DIVISION,Q,1,1856,1820,0.980603448
2016-05,B DIVISION,Q,2,1660,1650,0.993975904
2016-05,B DIVISION,R,1,2016,1989,0.986607143
2016-05,B DIVISION,R,2,1440,1382,0.959722222
2016-05,B DIVISION,S Fkln,1,756,751,0.993386243
2016-05,B DIVISION,S Fkln,2,784,772,0.984693878
2016-05,B DIVISION,S Rock,1,462,465,1.006493506
2016-05,B DIVISION,S Rock,2,442,442,1
2016-05,Systemwide,Systemwide,1,44843,43215,0.96369556
2016-05,Systemwide,Systemwide,2,26300,25806,0.98121673
2016-06,A DIVISION,1,1,1826,1794,0.982475356
2016-06,A DIVISION,1,2,956,938,0.981171548
2016-06,A DIVISION,2,1,2404,2203,0.916389351
2016-06,A DIVISION,2,2,1323,1281,0.968253968
2016-06,A DIVISION,3,1,2288,2206,0.964160839
2016-06,A DIVISION,3,2,1280,1278,0.9984375
2016-06,A DIVISION,4,1,3080,2874,0.933116883
2016-06,A DIVISION,4,2,1423,1368,0.961349262
2016-06,A DIVISION,5,1,2816,2520,0.894886364
2016-06,A DIVISION,5,2,1006,931,0.925447316
2016-06,A DIVISION,6,1,2382,2199,0.923173804
2016-06,A DIVISION,6,2,981,967,0.985728848
2016-06,A DIVISION,7,1,2860,2691,0.940909091
2016-06,A DIVISION,7,2,1248,1223,0.979967949
2016-06,A DIVISION,S 42nd,1,3212,3136,0.97633873
2016-06,A DIVISION,S 42nd,2,1482,1482,1
2016-06,B DIVISION,A,1,2808,2707,0.964031339
2016-06,B DIVISION,A,2,955,942,0.986387435
2016-06,B DIVISION,B,1,1848,1812,0.980519481
2016-06,B DIVISION,C,1,1650,1583,0.959393939
2016-06,B DIVISION,C,2,825,811,0.983030303
2016-06,B DIVISION,D,1,1980,1956,0.987878788
2016-06,B DIVISION,D,2,1373,1308,0.952658412
2016-06,B DIVISION,E,1,1716,1615,0.941142191
2016-06,B DIVISION,E,2,176,176,1
2016-06,B DIVISION,F,1,3140,3070,0.977707006
2016-06,B DIVISION,F,2,1304,1256,0.963190184
2016-06,B DIVISION,G,1,941,934,0.992561105
2016-06,B DIVISION,G,2,764,750,0.981675393
2016-06,B DIVISION,JZ,1,1122,1085,0.967023173
2016-06,B DIVISION,JZ,2,716,707,0.987430168
2016-06,B DIVISION,L,1,2002,1936,0.967032967
2016-06,B DIVISION,L,2,1489,1427,0.958361316
2016-06,B DIVISION,M,1,1903,1825,0.959012086
2016-06,B DIVISION,M,2,639,638,0.998435055
2016-06,B DIVISION,N,1,1942,1924,0.990731205
2016-06,B DIVISION,N,2,1338,1317,0.984304933
2016-06,B DIVISION,Q,1,1940,1913,0.986082474
2016-06,B DIVISION,Q,2,1532,1487,0.970626632
2016-06,B DIVISION,R,1,2126,2105,0.990122295
2016-06,B DIVISION,R,2,1305,1287,0.986206897
2016-06,B DIVISION,S Fkln,1,792,787,0.993686869
2016-06,B DIVISION,S Fkln,2,704,675,0.958806818
2016-06,B DIVISION,S Rock,1,484,477,0.98553719
2016-06,B DIVISION,S Rock,2,176,176,1
2016-06,Systemwide,Systemwide,1,47262,45352,0.959586983
2016-06,Systemwide,Systemwide,2,22995,22425,0.975212003
2016-07,A DIVISION,1,1,1577,1562,0.990488269
2016-07,A DIVISION,1,2,1195,1183,0.989958159
2016-07,A DIVISION,2,1,2090,1915,0.916267943
2016-07,A DIVISION,2,2,1598,1544,0.96620776
2016-07,A DIVISION,3,1,1976,1922,0.972672065
2016-07,A DIVISION,3,2,1600,1607,1.004375
2016-07,A DIVISION,4,1,2660,2479,0.931954887
2016-07,A DIVISION,4,2,1656,1604,0.968599034
2016-07,A DIVISION,5,1,2432,2173,0.893503289
2016-07,A DIVISION,5,2,861,841,0.976771196
2016-07,A DIVISION,6,1,2061,1882,0.913148957
2016-07,A DIVISION,6,2,1076,1056,0.981412639
2016-07,A DIVISION,7,1,2470,2330,0.943319838
2016-07,A DIVISION,7,2,1488,1454,0.977150538
2016-07,A DIVISION,S 42nd,1,2628,2562,0.974885845
2016-07,A DIVISION,S 42nd,2,1830,1829,0.999453552
2016-07,B DIVISION,A,1,2432,2343,0.963404605
2016-07,B DIVISION,A,2,1210,1134,0.937190083
2016-07,B DIVISION,B,1,1596,1572,0.984962406
2016-07,B DIVISION,C,1,1425,1343,0.94245614
2016-07,B DIVISION,C,2,964,953,0.988589212
2016-07,B DIVISION,D,1,1710,1668,0.975438596
2016-07,B DIVISION,D,2,1599,1593,0.996247655
2016-07,B DIVISION,E,1,1482,1419,0.957489879
2016-07,B DIVISION,E,2,544,550,1.011029412
2016-07,B DIVISION,F,1,2701,2606,0.964827842
2016-07,B DIVISION,F,2,1663,1662,0.999398677
2016-07,B DIVISION,G,1,837,857,1.023894863
2016-07,B DIVISION,G,2,1338,1338,1
2016-07,B DIVISION,JZ,1,969,931,0.960784314
2016-07,B DIVISION,JZ,2,895,889,0.993296089
2016-07,B DIVISION,L,1,1729,1668,0.964719491
2016-07,B DIVISION,L,2,1820,1781,0.978571429
2016-07,B DIVISION,M,1,1729,1628,0.941584731
2016-07,B DIVISION,M,2,905,896,0.990055249
2016-07,B DIVISION,N,1,1691,1638,0.968657599
2016-07,B DIVISION,N,2,1655,1621,0.979456193
2016-07,B DIVISION,Q,1,1679,1642,0.977963073
2016-07,B DIVISION,Q,2,1915,1901,0.992689295
2016-07,B DIVISION,R,1,1843,1811,0.982637005
2016-07,B DIVISION,R,2,1597,1579,0.988728867
2016-07,B DIVISION,S Fkln,1,684,666,0.973684211
2016-07,B DIVISION,S Fkln,2,880,858,0.975
2016-07,B DIVISION,S Rock,1,418,423,1.011961722
2016-07,B DIVISION,S Rock,2,336,336,1
2016-07,Systemwide,Systemwide,1,40819,39040,0.956417355
2016-07,Systemwide,Systemwide,2,28625,28209,0.985467249
2016-08,A DIVISION,1,1,1909,1893,0.991618649
2016-08,A DIVISION,1,2,956,931,0.973849372
2016-08,A DIVISION,2,1,2200,2025,0.920454545
2016-08,A DIVISION,2,2,638,627,0.982758621
2016-08,A DIVISION,3,1,2392,2311,0.966137124
2016-08,A DIVISION,3,2,960,951,0.990625
2016-08,A DIVISION,4,1,3220,3016,0.936645963
2016-08,A DIVISION,4,2,1907,1850,0.970110121
2016-08,A DIVISION,5,1,2944,2605,0.884850543
2016-08,A DIVISION,5,2,639,626,0.979655712
2016-08,A DIVISION,6,1,2461,2267,0.921170256
2016-08,A DIVISION,6,2,956,926,0.968619247
2016-08,A DIVISION,7,1,2990,2830,0.946488294
2016-08,A DIVISION,7,2,1344,1335,0.993303571
2016-08,A DIVISION,S 42nd,1,3358,3304,0.983918999
2016-08,A DIVISION,S 42nd,2,1464,1461,0.99795082
2016-08,B DIVISION,A,1,2944,2828,0.960597826
2016-08,B DIVISION,A,2,1464,1458,0.995901639
2016-08,B DIVISION,B,1,1932,1866,0.965838509
2016-08,B DIVISION,C,1,1725,1654,0.95884058
2016-08,B DIVISION,C,2,1177,1138,0.966864911
2016-08,B DIVISION,D,1,2070,2022,0.976811594
2016-08,B DIVISION,D,2,1213,1197,0.986809563
2016-08,B DIVISION,E,1,1794,1699,0.947045708
2016-08,B DIVISION,E,2,383,377,0.984334204
2016-08,B DIVISION,F,1,3266,3179,0.973361911
2016-08,B DIVISION,F,2,1167,1156,0.990574122
2016-08,B DIVISION,G,1,1012,1024,1.011857708
2016-08,B DIVISION,G,2,1536,1500,0.9765625
2016-08,B DIVISION,JZ,1,1173,1119,0.953964194
2016-08,B DIVISION,JZ,2,716,699,0.976256983
2016-08,B DIVISION,L,1,2093,2025,0.96751075
2016-08,B DIVISION,L,2,1270,1255,0.988188976
2016-08,B DIVISION,M,1,2093,1953,0.933110368
2016-08,B DIVISION,M,2,469,466,0.993603412
2016-08,B DIVISION,N,1,2047,2026,0.989741085
2016-08,B DIVISION,N,2,1019,1021,1.001962709
2016-08,B DIVISION,Q,1,2034,1995,0.980825959
2016-08,B DIVISION,Q,2,1149,1150,1.000870322
2016-08,B DIVISION,R,1,2226,2178,0.978436658
2016-08,B DIVISION,R,2,1117,1118,1.000895255
2016-08,B DIVISION,S Fkln,1,828,825,0.996376812
2016-08,B DIVISION,S Fkln,2,704,704,1
2016-08,B DIVISION,S Rock,1,506,505,0.998023715
2016-08,B DIVISION,S Rock,2,400,397,0.9925
2016-08,Systemwide,Systemwide,1,49217,47149,0.957981998
2016-08,Systemwide,Systemwide,2,22648,22343,0.986533027
2016-09,A DIVISION,1,1,1743,1678,0.962707975
2016-09,A DIVISION,1,2,836,787,0.94138756
2016-09,A DIVISION,2,1,2310,2066,0.894372294
2016-09,A DIVISION,2,2,960,926,0.964583333
2016-09,A DIVISION,3,1,2184,2028,0.928571429
2016-09,A DIVISION,3,2,480,492,1.025
2016-09,A DIVISION,4,1,2940,2711,0.922108844
2016-09,A DIVISION,4,2,1667,1582,0.949010198
2016-09,A DIVISION,5,1,2688,2340,0.870535714
2016-09,A DIVISION,5,2,1117,1099,0.983885407
2016-09,A DIVISION,6,1,2243,2052,0.914846188
2016-09,A DIVISION,6,2,836,824,0.985645933
2016-09,A DIVISION,7,1,2730,2615,0.957875458
2016-09,A DIVISION,7,2,1344,1340,0.99702381
2016-09,A DIVISION,S 42nd,1,3066,3019,0.984670581
2016-09,A DIVISION,S 42nd,2,1272,1272,1
2016-09,B DIVISION,A,1,2688,2580,0.959821429
2016-09,B DIVISION,A,2,1019,1008,0.989205103
2016-09,B DIVISION,B,1,1764,1720,0.975056689
2016-09,B DIVISION,C,1,1575,1510,0.958730159
2016-09,B DIVISION,C,2,860,847,0.984883721
2016-09,B DIVISION,D,1,1890,1871,0.98994709
2016-09,B DIVISION,D,2,1181,1181,1
2016-09,B DIVISION,E,1,1638,1566,0.956043956
2016-09,B DIVISION,E,2,384,379,0.986979167
2016-09,B DIVISION,F,1,2962,2886,0.974341661
2016-09,B DIVISION,F,2,1261,1241,0.984139572
2016-09,B DIVISION,G,1,924,933,1.00974026
2016-09,B DIVISION,G,2,1536,1541,1.003255208
2016-09,B DIVISION,JZ,1,1071,1025,0.957049486
2016-09,B DIVISION,JZ,2,716,694,0.969273743
2016-09,B DIVISION,L,1,1911,1883,0.985347985
2016-09,B DIVISION,L,2,1580,1545,0.977848101
2016-09,B DIVISION,M,1,1911,1796,0.939822083
2016-09,B DIVISION,M,2,554,549,0.990974729
2016-09,B DIVISION,N,1,1869,1853,0.991439272
2016-09,B DIVISION,N,2,1400,1397,0.997857143
2016-09,B DIVISION,Q,1,1858,1813,0.975780409
2016-09,B DIVISION,Q,2,1532,1531,0.999347258
2016-09,B DIVISION,R,1,2037,2031,0.997054492
2016-09,B DIVISION,R,2,1337,1325,0.991024682
2016-09,B DIVISION,S Fkln,1,756,755,0.998677249
2016-09,B DIVISION,S Fkln,2,704,703,0.998579545
2016-09,B DIVISION,S Rock,1,462,463,1.002164502
2016-09,B DIVISION,S Rock,2,433,431,0.995381062
2016-09,Systemwide,Systemwide,1,45220,43194,0.955196816
2016-09,Systemwide,Systemwide,2,23009,22694,0.986309705
2016-10,A DIVISION,1,1,1743,1701,0.975903614
2016-10,A DIVISION,1,2,1076,964,0.895910781
2016-10,A DIVISION,2,1,2310,2115,0.915584416
2016-10,A DIVISION,2,2,1118,1079,0.965116279
2016-10,A DIVISION,3,1,2184,2073,0.949175824
2016-10,A DIVISION,3,2,640,632,0.9875
2016-10,A DIVISION,4,1,2940,2696,0.917006803
